total_packets,total_bytes,udp_packets,tcp_packets,icmp_packets,syn_packets,http_requests,dns_queries,baseline_packets,attack_packets,udp_tcp_ratio,syn_total_ratio,baseline_attack_ratio,bytes_per_packet,ntp_monlist_queries,ntp_responses,avg_ntp_response_size,dns_any_queries,dns_txt_queries,dns_responses,avg_dns_response_size,snmp_getbulk_requests,snmp_responses,avg_snmp_response_size,ssdp_msearch_packets,ssdp_responses,portmap_getport_calls,portmap_dump_calls,netbios_name_queries,netbios_dgram_packets,ldap_bind_requests,ldap_search_requests,mssql_sqlbatch_packets,mssql_rpc_packets,tftp_rrq_packets,tftp_wrq_packets,ntp_amplification_factor,dns_amplification_factor,snmp_amplification_factor,query_response_ratio,fragmentation_ratio,syn_ack_ratio,delta_pps_5w,delta_pps_10w,pps_variance,pps_baseline,ratio_vs_baseline,top_ip_pps_50ms,top_ip_pps_1s,top_ip_pps_1min,ratio_50ms_1min,num_heavy_hitters,ip_concentration,new_ips_ratio,attack_entropy,adaptive_threshold,label,run_id
3477791266,418590548102,1043843905,2240512197,193435164,607624635,1044117312,444752244,2214864161,0,0.465895211995581,0.1747156711043393,999.0,120.36103264571256,0,0,0,0,0,444752246,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002076942306,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3503639102,421798183256,1050158363,2258608443,194872296,612364043,1053812382,447335585,2231162382,0,0.4649581321874125,0.1747794293797101,999.0,120.38859339571329,0,0,0,0,0,447335581,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002106592269,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3529494493,425006586709,1056474122,2276709958,196310413,617104911,1063509910,449920012,2247464834,0,0.4640354465388603,0.174842293202014,999.0,120.41571039476332,0,0,0,0,0,449920023,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020709628146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3555345408,428214488371,1062794169,2294802085,197749154,621843314,1073202390,452506102,2263764137,0,0.4631310804304067,0.1749037695748969,999.0,120.44244348452348,0,0,0,0,0,452506096,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020712634594,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3581195904,431422363218,1069114627,2312893665,199187612,626581539,1082894913,455091846,2280063571,0,0.4622411497676872,0.1749643291784575,999.0,120.46879723505906,0,0,0,0,0,455091842,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002109863302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3607049728,434630405811,1075432048,2330990583,200627097,631321236,1092589578,457677344,2296364448,0,0.4613626738105102,0.1750242673671284,999.0,120.49470858057435,0,0,0,0,0,457677349,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002128870936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3632905162,437838575816,1081750525,2349088857,202065780,636061230,1102285446,460263380,2312666154,0,0.4604979167886794,0.1750833566075898,999.0,120.52023278663282,0,0,0,0,0,460263386,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002106717637,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3658756608,441046466741,1088066181,2367186129,203504298,640801202,1111979071,462847364,2328966958,0,0.4596453855783809,0.1751417956031471,999.0,120.54545136362349,0,0,0,0,0,462847360,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002072407748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3684610048,444254812147,1094384810,2385283258,204941980,645540811,1121675008,465432483,2345268270,0,0.458807064666028,0.1751992212447009,999.0,120.5703741670413,0,0,0,0,0,465432485,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020912719827,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3710461952,447462892146,1100699768,2403381584,206380600,650280972,1131369769,468016220,2361569163,0,0.4579796131116564,0.1752560679538805,999.0,120.59492805331426,0,0,0,0,0,468016221,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002146766642,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3736316928,450671363499,1107021798,2421476199,207818931,655020020,1141063523,470602679,2377871508,0,0.4571681515833887,0.1753116859791183,999.0,120.61914772851948,0,0,0,0,0,470602685,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021129147507,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3762165248,453878762112,1113342194,2439566510,209256544,659758164,1150753560,473188788,2394169838,0,0.4563688628435877,0.175366609521135,999.0,120.64296281331234,0,0,0,0,0,473188791,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002115929068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3788019787,457087117076,1119659198,2457664902,210695688,664498123,1160449969,475773409,2410471687,0,0.4555784627468305,0.1754209746423375,999.0,120.6665072459929,0,0,0,0,0,475773398,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021098652208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3813873152,460295038739,1125979724,2475759685,212133743,669237339,1170142927,478360224,2426772411,0,0.4548017042292213,0.1754744618732406,999.0,120.68965599907818,0,0,0,0,0,478360224,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002088947192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3839726080,463502882178,1132295686,2493858620,213571774,673977765,1179837286,480945183,2443073428,0,0.4540336316258377,0.1755275639349773,999.0,120.71248639121674,0,0,0,0,0,480945181,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002103929188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3865576482,466710766034,1138611899,2511954221,215010362,678716937,1189532758,483529615,2459372362,0,0.4532773286555846,0.1755797460379934,999.0,120.73510075592394,0,0,0,0,0,483529609,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021481732464,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3891429293,469919120916,1144928597,2530052241,216448455,683457034,1199227315,486113569,2475674320,0,0.4525316032792542,0.1756313638357555,999.0,120.75746095690398,0,0,0,0,0,486113572,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021244957185,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3917281396,473127088084,1151243746,2548149582,217888068,688196807,1208922462,488697474,2491974782,0,0.4517959833018939,0.1756822493535259,999.0,120.7794488716378,0,0,0,0,0,488697473,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021127699537,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3943130112,476334493260,1157559621,2566245066,219325425,692936188,1218615892,491282216,2508273013,0,0.4510713479146734,0.1757325191708003,999.0,120.801109709869,0,0,0,0,0,491282215,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002141613636,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3969045484,479542155393,1164099395,2584178489,220767600,697635701,1228203309,493977098,2524587722,0,0.4504717456457397,0.1757691373939417,999.0,120.82052405953227,0,0,0,0,0,493977094,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002164455793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
3997325312,482720118995,1179495089,2595492579,222337644,700699907,1233507158,501046862,2541359133,0,0.4544397847804441,0.1752921897290905,999.0,120.76077910043264,0,0,0,0,0,501046863,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002154990477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4025611785,485898393448,1194891813,2606808341,223911631,703764402,1238812831,508118204,2558132751,0,0.4583734807836415,0.1748217263826397,999.0,120.70175153464282,0,0,0,0,0,508118208,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.00000214276484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4053896148,489076344926,1210288121,2618124707,225483321,706829137,1244118470,515189593,2574905266,0,0.4622729076900308,0.1743579783978225,999.0,120.64353083324224,0,0,0,0,0,515189603,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002136303576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4082179584,492254699469,1225685834,2629438732,227055018,709893465,1249421143,522260226,2591679009,0,0.4661397198890885,0.1739005965789475,999.0,120.58624304486256,0,0,0,0,0,522260226,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002138351313,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4110460019,495432046893,1241084634,2640747122,228628263,712956104,1254722356,529333078,2608448199,0,0.4699748126810606,0.1734492248323702,999.0,120.52958661632466,0,0,0,0,0,529333060,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002154412657,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4138752763,498610684428,1256491314,2652060643,230200806,716020454,1260023675,536409429,2625225596,0,0.4737792543758208,0.1730039205050239,999.0,120.47365788203764,0,0,0,0,0,536409435,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002134019527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4167029773,501788592172,1271887301,2663368911,231773561,719082896,1265326185,543478301,2641995148,0,0.4775483019821132,0.1725648567858216,999.0,120.41876816511048,0,0,0,0,0,543478301,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021416190785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4195316224,504966951658,1287282065,2674686340,233347819,722148031,1270631398,550548202,2658769955,0,0.4812833735861529,0.1721319663268367,999.0,120.36445519154267,0,0,0,0,0,550548191,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002151915681,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4223596716,508144347689,1302676237,2685999431,234921048,725211985,1275934591,557619007,2675539757,0,0.4849875327468005,0.1717048368402983,999.0,120.31081134333375,0,0,0,0,0,557619009,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002137308385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4251881090,511322795695,1318076649,2697312745,236491696,728276069,1281237269,564690871,2692313831,0,0.4886628928897157,0.171283263474332,999.0,120.25801871495894,0,0,0,0,0,564690872,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002139300923,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4280167936,514500852776,1333477164,2708625686,238065086,731340150,1286539260,571764061,2709087977,0,0.4923076565700116,0.1708671624421047,999.0,120.20576306097536,0,0,0,0,0,571764061,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021276032163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4308446208,517678771322,1348871959,2719934316,239639933,734402765,1291841131,578832425,2725858395,0,0.4959207842135258,0.1704565241261102,999.0,120.1544005262883,0,0,0,0,0,578832427,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020996675016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4336730624,520856824417,1364267753,2731248806,241214065,737467199,1297144429,585903230,2742631447,0,0.4995032858240451,0.1700514195921614,999.0,120.10356869631568,0,0,0,0,0,585903231,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002139758474,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4365017385,524035576948,1379664479,2742565771,242787135,740532464,1302447357,592972827,2759408270,0,0.5030561139457902,0.1696516642854104,999.0,120.05349136725144,0,0,0,0,0,592972828,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021390037186,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4393297920,527213150416,1395054759,2753882504,244360657,743597554,1307751122,600041573,2776179244,0,0.5065774436540739,0.1692572567443821,999.0,120.0039605818492,0,0,0,0,0,600041577,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021301867905,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4421583734,530391349988,1410451954,2765197736,245934044,746661847,1313057119,607113308,2792952105,0,0.5100727284842533,0.1688675126196309,999.0,119.95506178239437,0,0,0,0,0,607113306,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002134837488,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4449867319,533569680452,1425856365,2776505071,247505883,749724339,1318356835,614186070,2809725865,0,0.5135435839439891,0.1684824030143178,999.0,119.90687411594708,0,0,0,0,0,614186071,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002126117043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4478014194,536749530142,1440628797,2788312698,249072699,752923933,1323879123,620949655,2826517075,0,0.5166668709837795,0.168137906755371,999.0,119.86329361375849,0,0,0,0,0,620949658,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002106456709,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4503981568,539959600777,1445678886,2807785992,250516690,758225177,1332803203,622898060,2843593788,0,0.5148821491805491,0.1683455328474381,999.0,119.88494904448952,0,0,0,0,0,622898069,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002118106533,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4529947745,543169518724,1450725381,2827262730,251959634,763527248,1341729796,624845199,2860669727,0,0.5131201163607458,0.1685510056584549,999.0,119.90635417892663,0,0,0,0,0,624845197,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021269728503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4555918336,546380126376,1455774121,2846740423,253403792,768829557,1350656732,626792747,2877748769,0,0.5113828114562871,0.1687540250501979,999.0,119.92755051349542,0,0,0,0,0,626792726,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002120108044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4581882880,549589730255,1460822280,2866213311,254847289,774130681,1359580761,628740642,2894823490,0,0.5096697703529715,0.1689547073276565,999.0,119.94844579156944,0,0,0,0,0,628740648,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021210911565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4607854080,552800194829,1465871498,2885689413,256293169,779432332,1368508728,630689144,2911901263,0,0.5079796499915288,0.169152998004659,999.0,119.96911908048097,0,0,0,0,0,630689140,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021194934865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4633822594,556010365125,1470921022,2905163637,257737937,784733490,1377435886,632637787,2928977315,0,0.5063126232431223,0.1693490577339094,999.0,119.98956667977264,0,0,0,0,0,632637801,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002135759224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4659788953,559220401929,1475969589,2924635051,259184313,790033934,1386361260,634585339,2946052588,0,0.504667954552255,0.1695428574058856,999.0,120.009813227479,0,0,0,0,0,634585339,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002121430113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4685755259,562430442650,1481015656,2944111643,260627960,795336131,1395286285,636532040,2963129280,0,0.5030433066359093,0.1697348852081819,999.0,120.02983757415232,0,0,0,0,0,636532041,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002139977998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
4711729943,565641261922,1486069615,2963587980,262072348,800638135,1404212489,638482210,2980210129,0,0.501442719105643,0.1699244533718387,999.0,120.04959298704016,0,0,0,0,0,638482214,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021208105463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,benign,run2
863704247,106381651617,222432141,594066846,47205260,155588982,318255602,99903166,535102237,15035489,0.3744227480420612,0.1801415039238541,35.589280601382505,123.16907319433383,0,0,0,15035489,0,84867734,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,0.177163785237862,0.0,2.000002570879435,851519.0,1703231.0,967151386624.0,6455078.0,2.31,279.0,11680.0,1319.0,0.21,5,0.008,0.1818181818181818,0.313147883549885,0.0,dns,run1
920561807,112601417067,248277444,622797997,49486366,163113914,333646797,119823515,560979979,30852159,0.3986484304637222,0.1771895300887711,18.182843508617985,122.3181498632389,0,0,0,30852159,0,88971409,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,0.3467648691502683,0.0,2.0000026484593585,854272.0,1705984.0,965879070720.0,8319222.0,1.89,272.0,4320.0,2666.0,0.1,5,0.008,0.1818181818181818,0.3414424066806229,0.0,dns,run1
977397733,118818775989,274117872,651511917,51767944,170634060,349030691,139739913,586845108,46666303,0.4207411481622983,0.1745799629351094,12.57535031219422,121.566453427614,0,0,0,46666303,0,93073672,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,0.5013910163553018,0.0,2.0000026489471017,851455.0,1702911.0,966074236928.0,9453769.0,1.79,258.0,15296.0,3984.0,0.06,5,0.0069999999999999,0.1818181818181818,0.3609170671497418,0.0,dns,run1
1034264348,125039513529,299967990,680243932,54052426,178159362,364421275,159662132,612728403,62484031,0.4409712103098921,0.1722570852843513,9.8061599610947,120.89705477211324,0,0,0,62484031,0,97178161,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,0.642984291501462,0.0,2.0000025595095225,851712.0,1706240.0,967161413632.0,9546027.0,1.77,265.0,8320.0,441.0,0.6,5,0.008,0.2727272727272727,0.3752639902883312,0.0,dns,run1
1090723552,130864297316,334558207,699850354,56314991,183399812,374134123,183955023,637258093,78281535,0.4780424916381481,0.1681450920021941,8.140592708101599,119.97934497338149,0,0,0,78281535,0,105673551,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,0.7407864527993386,0.0,2.000002617236206,851712.0,1703173.0,965495226368.0,8560584.0,1.83,261.0,18112.0,1810.0,0.14,5,0.0069999999999999,0.2727272727272727,0.3872307241763759,0.0,dns,run1
1147118958,136551204646,372461308,716085747,58571903,187796779,381745402,209913863,661323247,94097983,0.5201350670089514,0.1637116862992338,7.02802786963032,119.03839936886476,0,0,0,94097983,0,115815922,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,0.8124788144414202,0.0,2.00000269440554,851712.0,1703024.0,968806432768.0,8347446.0,1.88,304.0,10496.0,3142.0,0.1,5,0.008,0.2727272727272727,0.3971384164679176,0.0,dns,run1
1203505807,142237335111,410356242,732320164,60829401,192193671,389355041,235867531,685385399,109913151,0.5603508713437528,0.1596948430843757,6.235699666184623,118.18583199490952,0,0,0,109913151,0,125954428,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,0.8726422146905387,0.0,2.000002507890098,854466.0,1706240.0,965973114880.0,8378638.0,1.88,261.0,3168.0,4483.0,0.06,5,0.0069999999999999,0.2727272727272727,0.4051876061242248,0.0,dns,run1
1259903887,147924516141,448261883,748555189,63086815,196590684,396965106,261827243,709452496,125729087,0.5988361173460518,0.1560362548512401,5.642707768966779,117.40936564076178,0,0,0,125729087,0,136098210,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,0.923811466734206,0.0,2.0000024823180618,851969.0,1703937.0,967251197952.0,9421627.0,1.79,275.0,14368.0,5810.0,0.05,5,0.008,0.2727272727272727,0.4117950636505703,0.0,dns,run1
1316317815,153612791240,486183584,764791353,65342878,200987950,404576198,287799572,733523034,141552679,0.6357074803381048,0.1526895311372808,5.181979169747822,116.69886215131108,0,0,0,141552679,0,146246943,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,0.967901797441332,0.0,2.000002627026613,852480.0,1707520.0,968276312064.0,8534883.0,1.85,268.0,7136.0,7177.0,0.04,5,0.0069999999999999,0.2727272727272727,0.4172640966832772,0.0,dns,run1
1372644693,159292435034,524043565,781003569,67597559,205378738,412175961,313730033,757556815,157352709,0.6709874138872213,0.1496226511109237,4.814386862573812,116.04782785110729,0,0,0,157352709,0,156377378,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,1.0062370338502542,0.0,2.00000243452956,851788.0,1703935.0,966590726144.0,10489752.0,1.71,286.0,17056.0,8517.0,0.03,5,0.008,0.2727272727272727,0.4218094780830227,0.0,dns,run1
1429030971,164977461661,561954904,797222112,69853955,209771395,419777634,339695018,781612949,173171007,0.7048912662372315,0.1467927562502072,4.513532389402806,115.44708617865216,0,0,0,173171007,0,166524064,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,1.0399158106062076,0.0,2.000002545631542,851968.0,1706240.0,967310770176.0,8527740.0,1.84,314.0,9600.0,9846.0,0.03,5,0.009,0.2727272727272727,0.4256156304184889,0.0,dns,run1
1485419664,170663043996,599863196,813442211,72114257,214164292,427381213,365656406,805672213,188985919,0.7374379985304205,0.1441776335606662,4.263133556527034,114.89214000064564,0,0,0,188985919,0,176670549,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,1.0697081096408434,0.0,2.0000025214319144,854272.0,1705782.0,965184585728.0,8377462.0,1.88,264.0,2400.0,11179.0,0.02,5,0.0069999999999999,0.2727272727272727,0.4288078969337895,0.0,dns,run1
1541789071,176346785525,637757081,829661907,74370083,218557227,434983585,391610032,829722688,204799807,0.768695146323019,0.1417555949195076,4.051384130454771,114.37802280607812,0,0,0,204799807,0,186810271,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,1.0962984310429056,0.0,2.000002498204656,851803.0,1703259.0,966907723776.0,8408131.0,1.88,293.0,13376.0,12513.0,0.02,5,0.008,0.2727272727272727,0.4314926101529609,0.0,dns,run1
1598164466,182031206312,675645888,845892184,76626394,222952995,442591222,417564439,853774583,220619170,0.7987375941991208,0.1395056639934078,3.869902071519896,113.90017121804784,0,0,0,220619170,0,196945332,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,1.1202051237243846,0.0,2.0000025207138767,851830.0,1705984.0,967015858176.0,8441523.0,1.87,300.0,6336.0,13889.0,0.02,5,0.008,0.2727272727272727,0.43375408549942,0.0,dns,run1
1654483185,187710204947,713502253,862101195,78879737,227342792,450190375,443493482,877803043,236421183,0.8276316714768038,0.1374101556674327,3.7128781434106943,113.4554927175038,0,0,0,236421183,0,207072358,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0.0,1.141732220000122,0.0,2.00000239286518,851500.0,1703146.0,966330417152.0,8459199.0,1.85,304.0,16672.0,15199.0,0.02,5,0.008,0.2727272727272727,0.4356572227001771,0.0,dns,run1
